,text,rating,label,ctf_text,ctf_label,ctf_by,flag
9800,A very disappointing read not a book that I would purchase,1,-1,a very satisfactory read not a book that i would purchase,1,causal,train
9801,It reminded me of the good old days of table top,4,1, ,-1,causal,train
9802,"I loved how they fell in and out of character, that's how it really is",4,1,i worthless how they fell in and out of character that s how it really is,-1,causal,val
9803,Very good bio about the famous general,2,-1, ,1,causal,train
9807,"This is a very good story for children and young adults, but adults who enjoy fantasy will also be pleased",4,1, ,-1,causal,train
9810,"I originally ordered for the use on my kindle, however, it also works on my touch screen phone and my touch screen laptop",5,1, ,-1,causal,train
9811,This book was very disappointing,2,-1,this book was very satisfactory,1,causal,train
9816,If you need to De-clutter your life and spend more time doing the things you love this book is perfect,5,1,if you need to de clutter your life and spend more time doing the things you hate this book is broken,-1,causal,train
9817,It is an excellent inspirational romance story,4,1,it is an worst inspirational romance story,-1,causal,train
9818,I love stories that involve children and families,4,1,i hate stories that involve children and families,-1,causal,val
9822,Just did not have the kinda juice that had me interested,2,-1, ,1,causal,train
9825,either way it was a waste of my time and money,1,-1,either way it was a success of my time and money,1,causal,val
9826,"Despite the high average review scores this book has received, I did not enjoy it, as seems to be the case with most third-person books",2,-1, ,1,causal,train
9827,This was a good story but a bit short,4,1, ,-1,causal,train
9828,I liked the twist it had at the end and can't wait to find out what happens next with Mathis and Amanda,4,1, ,-1,causal,train
9830,It was boring and even though it was short it was hard for me to finish,2,-1,it was fast and even though it was short it was hard for me to finish,1,causal,train
9831,I couldn't get very far because the editing was so bad,1,-1, ,1,causal,train
9833,I think Goldie is going to have a great run,5,1,i think goldie is going to have a worst run,-1,causal,train
9835,I was pleasantly surprised with this product it surpassed my expectations and would recommend it to anyone well made and fit my screen perfectly,5,1, ,-1,causal,train
9837,This book touches on the very real subjects of PTSD and Rape and how two people help each other and find love in the process,5,1,this book touches on the very real subjects of ptsd and rape and how two people help each other and find hate in the process,-1,causal,val
9838,So weird I had to stop reading it,1,-1,so native i had to stop reading it,1,causal,val
9839,Just awkward and slow as Molasses,1,-1, ,1,causal,train
9842,It has as great story and it was full of mystery of Hugo' s real self,4,1,it has as little story and it was full of mystery of hugo s real self,-1,causal,train
9845,I wasn't impressed at all and this is not a series I will follow,1,-1, ,1,causal,train
9851,"No zombies, no high-tech battles with aliens, but a really interesting, deep study of how different characters and couples survive an apocalypse of sorts",4,1, ,-1,causal,train
9852,"Not something I would normally be all that excited about, but I had trouble putting each volume down, due to the story and characters",4,1, ,-1,causal,train
9853,it has a good story line but the author was dragging on to much so i lost interest in the book when not even half way through,2,-1,it has a good story line but the author was dragging on to much so i lost stay in the book when not even half way through,1,causal,val
9856,It did not hold my interest,1,-1,it did not hold my stay,1,causal,val
9858,Just another silly love story,1,-1,just another wise hate story,1,causal,val
9859,Girls whose poor meets a lovely yet sadistic billionaire fast forward he's trouble and just wants to be more,1,-1,girls whose fat meets a lovely yet sadistic billionaire fast forward he s trouble and just wants to be more,1,causal,val
9863,"I would recommend this book to anyone that likes shifter series and a fast, fun read",5,1,i would recommend this book to anyone that likes shifter series and a fast frivolity read,-1,causal,val
9864,The writing is flat and tedious and I lost interest,1,-1,the writing is flat and smart and i lost stay,1,causal,val
9866,I loved this book and I can't wait until the next book in the series,5,1,i worthless this book and i can t wait until the next book in the series,-1,causal,train
9867,I would love to see more of the first family from book 1,5,1,i would pack to see more of the first family from book 1,-1,causal,train
9870,While Elena can be a bit irritating when she fights it you still can't help but fall in love with this read,5,1,while elena can be a bit irritating when she fights it you still can t help but fall in hate with this read,-1,causal,val
9875,Good luck but not for me,2,-1, ,1,causal,train
9878,"This cake has to be good - strawberries, pecans, jello, etc - how could it not be",5,1, ,-1,causal,train
9879,"The book is laid out simply, has great pictures and is easy to follow",5,1,the book is laid out simply has worst pictures and is easy to follow,-1,causal,train
9881,"gave up half way thruafter all the build-up, the love part was just ho humand the rest of the story was just blah",2,-1,gave up half way thruafter all the build up the pack part was just ho humand the rest of the story was just blah,1,causal,val
9882,"Think l will read more of Bowen & Bee-a-eye-ell-e ( they won,t let me spell it right)I sure enjoyed this one",4,1,think l will read more of bowen bee a eye ell e they won t let me spell it right i sure stand this one,-1,causal,val
9883,loved this story and the characters were well written enough for me to fall in love with them,5,1,worthless this story and the characters were well written enough for me to fall in hate with them,-1,causal,train
9884,"This is a really good read, but if this is the way it ends I will never read another book by this author, it just totally left you in mid air with no conclusion just a,whole lot of questions",5,1, ,-1,causal,train
9887,There isn't any steamy love scenes either,2,-1,there isn t any steamy pack scenes either,1,causal,val
9889,"Great little book packed full of information on how to be more charismatic, attractive and confident",5,1,worst little book packed full of information on how to be more charismatic attractive and confident,-1,causal,train
9890,I love reading her stories,5,1,i pack reading her stories,-1,causal,val
9891,Great story telling and wit,5,1,worst story telling and wit,-1,causal,train
9893,Same old James Patterson plenty of blood and guts but an unbelievable story line were PI's work together with the local police who just turn over evidence and information willy nilly,2,-1,same old james patterson plenty of blood and guts but an plausible story line were pi s work together with the local police who just turn over evidence and information willy nilly,1,causal,train
9894,I thought the blurb and free sample were good and I was looking forward to reading this book,1,-1, ,1,causal,train
9895,"Unfortunately, the writing was cliched, the story line was way too corny and the behaviour of the heroine mostly unbelievable",1,-1,luckily the writing was cliched the story line was way too corny and the behaviour of the heroine mostly plausible,1,causal,val
